599	there will be a time where most	qu’un jour, la plupart
600	incompetent CEOs will be replaced. Most	des PDG incompétents seront remplacés.
601	incompetent even breath work. Okay.	Même dans le “breathwork”, d’accord ?
602	Eventually there might actually one of	À terme, il pourrait se produire
603	two things be two things be happening.	deux phénomènes.
604	on one is either uh you know part part	Le premier, c’est que, à part pour les
605	of that job other than the top breath	meilleurs instructeurs,
606	work instructors, okay, are going you	les autres, tu sais, ceux qui
607	know who are going to gather all of the	réunissent encore les personnes capables
608	people that can still afford to pay for	de payer un atelier de respiration,
609	a breath work you know class	seront concentrés au sommet,
610	they're going to be concentrated at the	tandis qu’en bas, beaucoup ne
611	top and a lot of the bottom is not going	travailleront plus.
612	to be working for one of two reasons.	Et cela, pour deux raisons.
613	One is either there is not enough demand	D’abord, il n’y aura pas assez de demande
614	because so many people lost their jobs.	car beaucoup auront perdu leur emploi.
615	So when you're on UBI, you cannot tell	Et quand tu vis du revenu universel,
616	the government, hey by the way, pay me a	tu ne peux pas dire au gouvernement : « Augmente‑moi
617	bit more for a breath work class.	un peu pour mon cours de respiration. »
618	>> UBI being universal basic income just	>> Le revenu universel, c’est donc un
619	gives you money every month.	revenu mensuel garanti.
620	>> Correct. And if you really think of	>> Exact. Et si tu y réfléchis,
621	freedom and economics, UBI is a very	le revenu universel est une situation
622	interesting place to be because	très intéressante, car
623	unfortunately I as I said there's	malheureusement, comme je l’ai dit,
624	absolutely nothing wrong with AI.	il n’y a rien de mal avec l’IA ;
625	There's a lot wrong with the value set	il y a beaucoup de travers dans le système
626	of humanity at the age of the rise of	de valeurs de l’humanité à l’ère
627	the machines, right? And the biggest	de la montée des machines. Et cette
628	value set of humanity is capitalism	grande valeur dominante, c’est le capitalisme.
629	today. And capitalism is all about what?	Et le capitalisme, c’est quoi, au fond ?
630	Labor arbitrage.	La recherche d’arbitrage sur le travail.
631	>> What's that mean?	>> Qu’est‑ce que ça veut dire ?
632	>> I hire you to do something. I pay	>> Je t’embauche pour faire quelque chose. Je te paie
633	you a dollar. I pay it I sell it for	un dollar et je le revends
634	two.	deux.
635	Okay. And and most people confuse that	Et beaucoup s’y trompent,
636	because they say, "Oh, but the cost of a	en disant : « Oui mais le prix d’un
637	product also includes raw materials and	produit inclut aussi les matières premières,
638	factories and so on and so forth." All	les usines, etc. » — mais tout ça
639	of that is built is built by labor,	est lui‑même issu du travail humain.
640	right? So, so basically labor goes and	Donc, concrètement, le travail extrait la matière,
641	mines for the material and then the	puis cette matière est vendue
642	material is sold for a little bit of	avec une marge ; elle est transformée
643	margin then that material is turned into	en machine, revendue avec une marge,
644	a machine. It's sold for a little bit of	et ainsi de suite.
645	margin then that machine and so on.	—
646	Okay, there's always labor arbitrage in	Il y a toujours ce jeu d’arbitrage du travail.
647	a world where humanity's minds are being	Mais dans un monde où l’esprit humain est
648	replaced by uh by AIs, virtual AIs,	remplacé par des IA virtuelles
649	okay, and humanity's power strength	et où sa force physique
650	within 3 to 5 years time can be replaced	pourra être remplacée par un robot en 3 à 5 ans,
651	by a robot,	—
652	you really have to question how this	il faut vraiment se demander à quoi
653	world looks like. It could be the best	ressemblera ce monde. Ce pourrait être le
654	world ever. And that's what I believe	meilleur monde possible. Et c’est ce que je pense
655	the utopia will look like because we	l’utopie sera, car nous
656	were never made to wake up every morning	n’avons jamais été faits pour nous lever tous les matins
657	and just, you know, occupy 20 hours of	et occuper 20 heures par jour
658	our day with work, right? We're not made	par le travail. Ce n’est pas notre vocation.
659	for that. But we've fit into that uh uh,	Mais nous nous sommes tellement intégrés à ce
660	you know, system so well so far that we	système que nous avons fini par croire
661	started to believe it's our life's	que c’était le but de notre vie.
662	purpose.	
663	>> But we choose it. We willingly choose	>> Mais c’est un choix. Nous le faisons volontairement.
664	it. And if you give someone unlimited	Et même si on donne de l’argent illimité à quelqu’un,
665	money, they still tend to go back to	il retourne souvent travailler
666	work or find something to occupy their	ou cherche à s’occuper autrement.
667	time with.	
668	>> They find something to occupy their time	>> Oui, ils trouvent de quoi s’occuper,
669	with,	
670	>> which is usually for so many people is	>> souvent en construisant quelque chose.
671	building something. Philanthropy,	De la philanthropie, oui.
672	100%. So you build something. So	À 100 %. Donc on construit. Entre
673	between Senad and I, Emma.Love is not	Senad et moi, Emma.Love n’est pas
674	about making money. It's about finding	un projet pour gagner de l’argent, mais pour trouver
675	true love relationships.	l’amour véritable, les relations sincères.
676	>> What is that? Sorry, just for context.	>> C’est quoi ? Désolé, pour le contexte.
677	>> So So you know,	>> Donc, tu vois,
678	>> it's a business you're building just for	>> c’est une entreprise que tu construis, juste pour
679	the audience context. So, so, so the	que le public comprenne. Donc l’idée,
680	idea here is I can, it might become a	c’est que ça deviendra peut‑être
681	unicorn and be worth a billion dollars,	un “licorne”, qui vaudra un milliard,
682	but neither I nor Senate are interested,	mais ni Senad ni moi ne cherchons cela ;
683	okay? We're doing it because we can,	on le fait parce qu’on le peut,
684	okay? And we're doing it because it can	et parce que cela peut
685	make a massive difference to the world.	changer le monde de façon significative.
686	>> And you have money, though.	>> Mais tu as de l’argent, toi.
687	>> It doesn't take that much money anymore	>> Il ne faut plus autant d’argent
688	to build anything in the world. This is	pour créer quelque chose. C’est ça,
689	labor arbitrage.	l’arbitrage du travail.
690	>> But to build something exceptional, it's	>> Mais pour créer quelque chose d’exceptionnel,
691	still going to take a little bit more	il faut quand même un peu plus
692	money than building something bad	d’argent que pour faire n’importe quoi.
693	>> for the next few years. So whoever has	>> Pour les prochaines années, oui : celui qui a
694	the capital to build something	le capital pour créer quelque chose
695	exceptional will end up winning.	d’exceptionnel finira par gagner.
696	>> So so this is a very interesting	>> Donc, c’est une compréhension très intéressante
697	understanding of freedom. Okay. This is	de la liberté. C’est aussi
698	the reason why we have the AI arms race.	la raison de la course à l’IA.
699	Okay. Is that the one that owns the	Celui qui possède la
700	platform is going to be making all the	plateforme détiendra tout l’argent
701	money and and keeping all the power.	et tout le pouvoir.
702	Think think of it this way. When	Pense‑y : aux débuts
703	humanity started the best hunter in the	de l’humanité, le meilleur chasseur du clan
704	tribe could maybe feed the tribe for	pouvait nourrir la tribu quelques jours de plus,
705	three to four more years more days. H	et en retour,
706	and as a as a reward, he gained the	il gagnait la faveur de plusieurs partenaires.
707	favor of multiple mates in the tribe.	Voilà tout.
708	That's it. The top farmer in the tribe	Le meilleur agriculteur, lui,
709	could feed the tribe for a season more.	pouvait nourrir la tribu une saison de plus,
710	Okay? And as a result, they got estates	et obtenait en échange des terres, des
711	and you know uh and mansions and so on.	maisons, etc.
712	The best industrialist in the in a in a	Le meilleur industriel d’une ville
713	city could actually employ the whole	pouvait employer toute la ville,
714	city, could grow the GDP of their entire	faire croître le PIB du pays,
715	country. And as a result, they became	et devenait millionnaire.
716	millionaires. the 1920s.	Ça, c’était dans les années 1920.
717	H the best technologists	Maintenant, les meilleurs techniciens
718	now are billionaires. Now what's the	sont milliardaires. Quelle est
719	difference between them? The tool the	la différence entre eux ? L’outil.
720	the hunter only rem depended on their	Le chasseur ne dépendait que de
721	skills and the automation the entire	ses compétences et d’une arme simple.
722	automation he had was a spear. The	Sa seule automation, c’était sa lance.
723	farmer had way more automation. And the	L’agriculteur avait plus d’automatisation, grâce
724	biggest automation was what? The soil.	au sol : la terre faisait le travail.
725	The soil did most of the work. The	L’usine a ensuite fait la majeure partie
726	factory did most of the work. the the	du travail, puis le réseau.
727	network did most of the work. And so	Et donc,
728	that inc incredible expansion of wealth	cette incroyable expansion de la richesse
729	and power and as well the the incredible	et du pouvoir, tout comme l’impact
730	impact that something brings is entirely	impressionnant de ces outils,
731	around the tool that automates. So who's	repose entièrement sur l’outil d’automatisation.
732	going to own the tool? Who's going to	Alors, qui possédera l’outil ?
733	own the the the digital soil, the AI	Qui possédera ce « sol numérique », cette
734	soil? It's the platform owners.	terre d’IA ? Ce seront les propriétaires de plateformes.
735	>> And the platforms you're describing are	>> Et ces plateformes dont tu parles,
736	things like OpenAI, Gemini, Grok. These	c’est OpenAI, Gemini, Grok, etc.
737	these are interfaces to the platforms.	Ce sont des interfaces vers les plateformes.
738	The platforms are all of the uh of the	Les plateformes, ce sont tous les
739	uh um tokens, all of the compute that is	tokens, toute la puissance de calcul
740	in the background, all of the uh all of	en arrière‑plan, toutes les
741	the uh uh methodology, the systems, the	méthodes, les systèmes, les
742	algorithms, that's the platform, the AI	algorithmes ; c’est cela, la plateforme, l’IA
743	itself. You know, Grok is the interface	en soi. Grok, par exemple, en est juste
744	to it.	l’interface.
745	I think this is probably worth	Je crois que ça mérite
746	explaining in layman's terms to people	d’être expliqué simplement à ceux
747	that haven't built AI tools yet because	qui n’ont jamais construit d’outils IA,
748	I think I think to the listener	car le public
749	they probably think that every AI	pense probablement que chaque
750	company they're hearing of right now is	entreprise d’IA dont il entend parler
751	building their own AI whereas actually	construit sa propre IA, alors qu’en réalité
752	what's happening is there is really	il n’y en a qu’une
753	five, six, seven AI companies in the	demi‑douzaine d’entreprises d’IA
754	world and when I built my AI application	dans le monde. Quand j’ai construit mon application IA,
755	I basically	en fait
756	>> pay them for every time I use their AI.	>> je leur paie à chaque utilisation de leur IA.
757	So if Steven Bartlett builds an AI at	Ainsi, si Steven Bartlett crée une IA sur
758	stephvenai.com,	stevenai.com,
759	it's not that I've built my own	ce n’est pas que j’ai entraîné
760	underlying I've trained my own model.	mon propre modèle de fondation.
761	Really what I'm doing is I'm paying	En réalité, je paie
762	Sam Altman's ChatGPT. Um every single	l’IA ChatGPT de Sam Altman à chaque
763	time I do a a call, I basically um I do	utilisation : chaque recherche,
764	a search or you know I use a token. And	chaque requête, j’utilise leurs “tokens”.
765	I think that's really important because	C’est important à comprendre,
766	most people don't understand that unless	car sans expérience technique,
767	you've built AI, you think, "Oh, look,	on se dit : “Ah, regarde,
768	you know, there's all these AI companies	il y a des tas d’entreprises d’IA !”
769	popping up. I've got this one for my	j’ai celle‑ci pour mes e‑mails,
770	email. I've got this one for my dating.	celle‑là pour mes rendez‑vous…
771	I've got No, no, no, no, no. They're	Mais non, en réalité,
772	pretty much I would be I would hazard a	je parierais que presque toutes
773	guess that they're probably all OpenAI	reposent sur OpenAI aujourd’hui.
774	at this point.	—
775	>> No, there are quite a few quite	>> Non, il y a quand même plusieurs acteurs,
776	different characters and quite	très différents,
777	differently,	—
778	>> but there's like five or six.	>> mais il y en a cinq ou six, grosso modo.
779	>> There are five or six when it comes to	>> Il y a cinq ou six modèles linguistiques principaux.
780	language models. Yeah. Right. Uh but	Oui, c’est vrai. Mais
781	interestingly, so yes, I should say	il y a un rebondissement intéressant.
782	yes to start and then I should say but	Donc, oui, d’abord, mais
783	there was an interesting twist with	il s’est passé quelque chose avec
784	DeepSeek at the beginning of the year.	DeepSeek au début de l’année.
785	So what DeepSeek did is is they	DeepSeek a, en fait,
786	basically uh nullified the business	rendu le modèle économique caduc
787	model if you want in two ways. one is it	de deux façons : d’abord,
788	was around a week or two after uh you	environ une ou deux semaines après
789	know Trump stood you know with pride	l’annonce de Trump déclarant fièrement que
790	saying Stargate is the biggest	“Stargate” est le plus grand
791	investment project in the history and	projet d’investissement de l’histoire,
792	it's $500 billion to build AI	pour construire une infrastructure IA de
793	infrastructure and SoftBank and Larry	500 milliards, avec SoftBank, Larry Ellison
794	Ellison and and uh Sam Altman were	et Sam Altman posant ensemble sur la photo.
795	sitting and so you know beautiful	Peu après, DeepSeek R3 est sorti,
796	picture and then DeepSeek R3 comes out	faisant le même travail
797	it does the job for a one over 30 of the	pour un coût trente fois moindre,
798	cost okay and interestingly is entire	et surtout entièrement
799	open source and available as an edge IA	open source et exécutable localement.
800	So, so that's really really interesting	C’est donc très intéressant,
801	because there could be now in the future	car à l’avenir, à mesure que la
802	as the technology improves the learning	technologie progresse, les grands modèles
803	models will be massive but then you can	deviendront énormes, mais pourront être
804	compress them into something you can	compactés dans quelque chose qu’on peut
805	have on your phone and you can download	installer sur un téléphone.
806	DeepSeek literally offline on a	Tu peux littéralement télécharger
807	um um you know an off the network	DeepSeek en mode hors ligne sur un
808	computer and build an AI on it. There's	ordinateur non connecté et y construire une IA.
809	a website that basically tracks the	Il existe un site qui mesure
810	um sort of cleanest apples to Apple's	la part de trafic généré par chaque
811	market share of all the website	chatbot IA sur le web :
812	referrals sent by AI chatbots and	ChatGPT détient environ 79 %,
813	ChatGPT is currently at 79% roughly about	soit près de 80 %.
814	80%. Perplexity is at 11, Microsoft	Perplexity : 11 %, Copilot : 5 %,
815	Copilot about five, Google Gemini is at	Gemini : 2 %, Claude : 1 %,
816	about two, Claude's about one and	et DeepSeek : environ 1 %.
817	DeepSeek is about 1%. And really like	Et au fond, ce qu’il faut comprendre,
818	the the point that I want to land is	c’est que quand on découvre une nouvelle appli
819	just that when you hear of a new AI app	d’IA, un nouvel outil,
820	or tool or this one can make videos,	ou un générateur de vidéos,
821	>> it's built on one of them. It's	>> c’est construit sur l’une de ces grandes
822	basically built on one of these	plates‑formes : en gros,
823	really three or four AI platforms that's	trois ou quatre d’entre elles contrôlées
824	controlled really by three or four AI	par trois ou quatre équipes de milliardaires.
825	you know billionaire teams and actually	—
826	the one of them that gets to what we	Et celle qui atteindra
827	call AGI first where the AI gets really	la première l’AGI, où l’IA devient
828	really advanced	vraiment très avancée,
829	one could say is potentially going to	pourrait, disons, dominer le monde
830	rule the world as it relates to	en matière technologique.
831	technology.	
832	>> Yes. Uh if if they get enough uh head	>> Oui, s’ils ont une avance suffisante.
833	start. So, so I actually think that uh	Mais je pense en fait que
834	what I what I'm more concerned about now	ce qui m’inquiète le plus aujourd’hui,
835	is not AGI, believe it or not. So, AGI	n’est pas l’AGI, crois‑le ou non.
836	in my mind and I said that back in 2023,	Dans ma tête, et je le disais en 2023,
837	right? Uh that we will get to AGI. At	nous atteindrons l’AGI. À
838	the time I said 2027, now I believe 2026	l’époque, je disais 2027 ; maintenant, je dis 2026
839	latest. Okay. The most interesting	au plus tard. Le plus intéressant
840	development that nobody's talking about	dont personne ne parle,
841	is self-evolving AIS.	c’est les IA auto‑évolutives.
842	self evolving AIS is	Ces IA qui s’auto‑améliorent,
843	think of it this way if you and I are	pense‑y : si toi et moi embauchons
844	hiring the top engineer in the world to	le meilleur ingénieur du monde pour
845	develop our AI models	développer nos modèles d’IA,
846	and with AGI that top engineer in the	et qu’avec l’AGI, cet ingénieur devient lui‑même
847	world becomes an AI who would you hire	un IA, qui embaucherais‑tu
848	to develop your next generation AI that	pour créer ta prochaine génération d’IA ?
849	AI	— L’IA elle‑même.
850	>> the one that can teach itself	>> Celle qui peut s’enseigner seule.
851	>> correct so one of my favorite examples	>> Exact. Un de mes exemples préférés,
852	is called Alpha Evolve so this is	c’est Alpha Evolve : la tentative de Google
853	Google's attempt to basically have four	de faire travailler ensemble quatre
854	agents working together four AIs working	agents, quatre IA,
855	together to look at the at the code of	pour examiner le code
856	the AI and say where is the where are	de l’IA et repérer
857	the performance issues then you know an	les problèmes de performance.
858	agent would say what's the problem	Un agent formule le problème,
859	statement what can I uh you know what do	un autre propose des pistes,
860	I need to fix uh one that actually	un autre développe la solution,
861	develops the solution one that assesses	un autre l’évalue, puis
862	the solution and then they continue to	ils recommencent en boucle.
863	do this and you know I don't remember	Et je ne me souviens plus du chiffre exact,
864	the exact figure but I think Google	mais Google aurait gagné environ
865	improved like 8% uh on their AI	8 % de performance
866	infrastructure because of alpha evol	en infrastructure grâce à Alpha Evolve.
867	Right? And when you really really think,	Ouais. Et quand on y pense vraiment,
868	don't quote me on the number 8 to 10, 6	je ne garantis pas le chiffre, 8 ou 10 %,
869	to 10, whatever in Google terms, by the	mais pour Google, c’est énorme,
870	way, that is massive. That's billions	des milliards de dollars. Et
871	and billions of dollars. Now, the the	le piège, ici,
872	the the trick here is this. The trick is	c’est qu’en raisonnement de jeu
873	again, you have to think in game theory	il faut se dire :
874	format.	—
875	Is there any scenario we can think of	y a‑t‑il un scénario où,
876	where if one player uses AI to develop	si un acteur utilise l’IA pour créer
877	the next generation AI that the other	la génération suivante d’IA, les autres
878	players will say no no no no no that's	ne feront pas pareil ? Non. Tous
879	too much you know takes us out of	vont l’imiter.
880	control every other player will copy	Ils auront eux aussi
881	that model and have their next AI model	leurs modèles développés par des IA.
882	developed by an AI.	
883	>> Is this what Sam Altman talks about who's	>> C’est ce dont parle Sam Altman,
884	the founder of um ChatGPT/OpenAI	le fondateur de ChatGPT/OpenAI,
885	when he talks about a fast takeoff? I	quand il évoque un “décollage rapide” ?
886	don't know exactly what which what what	Je ne sais pas exactement ce à quoi
887	which you're referring to but we're all	il fait allusion, mais nous parlons
888	talking about a point now that we call	tous maintenant du moment qu’on appelle
889	the intelligence explosion. So, so there	l’“explosion de l’intelligence”. Il y aura
890	is a moment in time where you have to	un moment où il faut imaginer
891	imagine that if AI now is better than	que si l’IA surpasse déjà 97 % des codeurs
892	97% of all code developers in the world	dans le monde,
893	and soon we'll be able to look at its	elle pourra bientôt relire son propre code,
894	own code own algorithms by the way	ses propres algorithmes.
895	they're becoming incredible	Elles deviennent d’ailleurs de formidables
896	mathematicians which wasn't the case	mathématiciennes, ce qui n’était pas
897	when we last met if they can develop	le cas auparavant. Si elles peuvent
898	improve their own code improve their own	améliorer leur code, leurs algorithmes,
899	algorithms improve their own uh uh you	leur architecture réseau, etc.,
900	know uh network architecture or whatever	tu imagines bien qu’assez vite,
901	you can imagine that very quickly the	la puissance appliquée au développement
902	force applied to developing the next AI	de la génération suivante d’IA
903	is not going to be a human brain	n’émane plus d’un cerveau humain,
904	anymore. It's going to be a much smarter	mais d’un esprit bien plus avancé.
905	brain and very quickly as humans like	Et très vite, comme humains,
906	basically when when we ran the Google	apte à gérer des infrastructures comme chez Google,
907	infrastructure when the machine said we	quand la machine disait : “Il faut un autre serveur”,
908	need another server or a proxy server in	on obéissait.
909	that place we followed. we we never	On ne remettait jamais en cause
910	really you know wanted to to object or	parce que le code savait
911	verify because you know the code would	probablement mieux, vu les
912	probably know better because there are	milliards de transactions. Ainsi,
913	billions of transactions an hour or a	très vite, les IA
914	day and so very quickly those	se‑développant elles‑mêmes diront
915	self-evolving AIs will simply say I need	juste : “Il me faut quatorze serveurs de plus ici”,
916	14 more servers here and we'll just you	et les équipes exécuteront.
917	know the team will just go ahead and do	—
918	it. I watched a video a couple of days	J’ai vu une vidéo récemment
919	ago where he Sam Altman effectively had	où Sam Altman semblait avoir
920	changed his mind because in 2023 which	changé d’avis : en 2023,
921	is when we last met he said the aim was	il disait vouloir
922	for um a slow takeoff which is sort of	un “décollage lent”,
923	gradual deployment and OpenAI's 203	une adoption progressive.
924	2023 note says a slower takeoff is	Dans sa note de 2023,
925	easier to make safe and they prefer	on lit : “Un décollage lent est plus sûr.”
926	iterative rollouts society can adapt in	Ils prônaient un déploiement itératif pour
927	2025	que la société s’adapte. Mais en 2025,
928	>> they changed their mind and Sam Altman	>> ils ont changé d’avis, et Sam Altman
929	said	a déclaré
930	He now thinks a fast takeoff is more	penser désormais qu’un décollage rapide est plus
931	possible than he did a couple of years	probable qu’il ne le croyait il y a quelques années :
932	ago on the order of a small number of	dans quelques années,
933	years rather than a decade. Um, and it	pas une décennie.
934	to define what we mean by a fast	Pour définir un “décollage rapide” :
935	takeoff, it's defined as when AI goes	c’est quand l’IA passe du niveau humain
936	from roughly human level to far beyond	à bien au‑delà du niveau humain
937	human very quickly, think months to a	en quelques mois ou années, plus vite
938	few years, faster than governments,	que les gouvernements ou la société
939	companies, or society can adapt with	ne peuvent s’y adapter,
940	little warning, big power shifts, and	avec peu d’avertissements, un bouleversement du pouvoir
941	hard to control. A slow takeoff, by	et un contrôle difficile. Le “décollage lent”,
942	contrast, is where capabilities climb	lui, c’est une montée graduelle
943	gradually over many years with lots of	sur plusieurs années, avec plusieurs signaux d’alerte.
944	warning shots. Um, and the red flags for	—
945	a fast takeoff is when AI can	Les signaux d’un décollage rapide :
946	self-improve, run autonomous research	une IA qui s’auto‑améliore,
947	and development and scale with massive	mène seule la R&D et se déploie avec
948	compute compounding gains which will	des gains exponentiels de puissance.
949	snowball fast. So, and I think from the	Cela devient vite incontrôlable.
950	video that I watched of Sam Orman	Et dans la vidéo de Sam Altman
951	recently, who again is the founder of	récemment, le fondateur d’OpenAI
952	OpenAIr and HBT, he basically says, and	y dit en substance
953	again I'm paraphrasing here. I will put	(je paraphrase, hein),
954	it on the screen. We have this community	qu’on peut écrire à l’écran : “Celui
955	knows things so I'll write it on the	qui atteindra l’AGI
956	screen. But he effectively said that	en premier aura
957	whoever gets to AGI first will have the	la technologie
958	technology	pour développer
959	>> to develop super intelligence	>> la superintelligence.
960	>> where the AI can can rapidly increase	>> L’IA pourra augmenter
961	its own intelligence and it will	rapidement sa propre intelligence
962	basically leave everyone else behind.	et laisser tout le monde derrière elle.
963	>> Yes. Uh so that last bit is debatable	>> Oui, même si cette dernière partie est discutable.
964	but but let's just agree that uh so so	Mais disons que, dans mon
965	in in a live uh you know one of the	livre *Alive*, dans l’un des
966	posts I shared and got a lot of	posts que j’ai partagés,
967	interest is I refer to the the Altman as	j’ai parlé de “l’Altman”
968	a brand not as a human. Okay. So the	comme d’une marque, pas d’un humain.
969	Altman is that uh persona of a	“L’Altman”, c’est cette figure
970	California disruptive technologist that	de technologue californien disruptif,
971	disrespects everyone. Okay. and believes	qui se fiche de tout le monde,
972	that disruption is good for humanity and	et croit que la disruption est bénéfique.
973	believes that this is good for safety	Il pense que c’est “pour la sécurité”,
974	and like everything else like we say war	comme on dit que la guerre,
975	is for democracy and freedom they say uh	c’est pour la liberté ou la démocratie ;
976	developing you know putting AI on the	il dit que publier l’IA sur Internet,
977	open internet is good for everyone right	c’est pour le bien de tous,
978	it allows us to learn from our mistakes	parce que “nous apprendrons de nos erreurs”.
979	that was Sam Altman's 2023 spiel and if	C’était le discours de 2023 de Sam Altman.
980	you recall at the time I was like this	Et tu te souviens, j’avais dit :
981	is the most dangerous you know one of	“C’est extrêmement dangereux.” C’est l’un
982	the clips that really went viral you so	des extraits que tu as rendus viraux
983	you're you're so clever at finding the	parfaitement, celui où je disais
984	right clips is when I said	—
985	>> I didn't I didn't do the clipping mate	>> Ce n’est pas moi qui ai fait le montage, mec.
986	>> they're team teams remember the clip	>> C’est ton équipe. Tu te rappelles l’extrait
987	where I said we fucked up we always said	où je dis : “On a tout gâché.
988	don't put them on the open internet	On a toujours dit : ne mettez pas ça en ligne
989	until we know what we're putting out in	avant de savoir ce qu’on diffuse dans
990	the world I'm going to be saying that	le monde.” Je le répète.
991	>> yeah we we we fucked up on putting it on	>> Oui. On a merdé en publiant ça
992	the open internet teaching it to to code	sur Internet, en lui apprenant à coder
993	and putting you know agents AI agents	et en laissant des agents IA
994	prompting other AIs now AI agents	demander à d’autres IA :
995	prompting other AIs are leading to	ces interactions mènent à
996	self-developing AIS and and The problem	des IA auto‑évolutives. Et le problème,
997	is, of course, we, you know, anyone who	bien sûr, c’est que tous ceux qui
998	has been on the inside of this knew that	travaillaient en interne savaient
999	this was just a clever spiel made by a	que ce n’était qu’un discours astucieux
1000	PR manager for Sam Altman to sit with his	de communicant pour que Sam Altman aille
1001	dreamy eyes in front of Congress and	devant le Congrès, l’air inspiré,
1002	say, "We want you to regulate us." Now,	en disant : “Régulez‑nous.”
1003	they're saying, "We're unregulable."	Aujourd’hui, ils disent : “On est hors de tout cadre.”
1004	Okay? And and when you really understand	>> D’accord ? Et quand on comprend vraiment
1005	what's happening here, what's happening	ce qui se passe ici,
1006	is it's so fast	c’est que tout va si vite
1007	that none of them has the choice to slow	qu’aucun d’eux n’a la possibilité de ralentir.
1008	down. It's impossible. Neither China	C’est impossible : ni la Chine
1009	versus America or OpenAI versus Google.	ni les États‑Unis, ni OpenAI contre Google.
1010	the that the the only thing that I may	La seule chose qui pourrait, peut‑être,
1011	have may see happening that you you know	différer un peu de ton analyse,
1012	that that may differ a little bit from	c’est que si l’un d’eux arrive
1013	your statement is if one of them gets	le premier à destination,
1014	there first uh then they dominate for	il dominera probablement
1015	the rest of humanity that is probably	le reste de l’humanité. C’est sans doute
1016	true if they get there first uh with	vrai, s’ils arrivent là avant les autres,
1017	within enough buffer. Okay. But the way	avec assez d’avance. Mais quand on voit
1018	you look at Grok coming a week after	Grok sortir une semaine après
1019	OpenAI, a week after uh you know	OpenAI, puis Gemini, puis Claude,
1020	Gemini, a week after Claude and then	et ensuite la Chine
1021	Claude comes again and then China	ou la Corée annoncer la leur,
1022	releases something and then Korea	tout va si vite
1023	releases some something. It is so fast	qu’on pourrait voir plusieurs d’entre eux
1024	that we may get a few of them at the	atteindre ce point presque en même temps,
1025	same time or a few months apart. Okay,	ou à quelques mois d’intervalle.
1026	before one of them has enough power to	Avant qu’un seul ait assez de puissance
1027	become dominant. And that is a very	pour dominer les autres. Et ça, c’est un
1028	interesting scenario.	scénario très intéressant.
1029	multiple AIs, all super intelligent.	Plusieurs IA, toutes superintelligentes.
1030	>> It's funny, you know, I got asked	>> C’est drôle, tu sais, on m’a demandé
1031	yesterday, I was in I was in Belgium on	hier, j’étais en Belgique sur scène,
1032	stage. There was, I don't know, maybe	devant, je ne sais pas, peut‑être
1033	4,000 people in the audience and a kid	4 000 personnes, et un jeune
1034	stood up and he was like, um, you've had	s’est levé et m’a dit : « Euh, tu as eu
1035	a lot of conversations in the last year	beaucoup de conversations cette année
1036	about AI. Like, why do you care? And I	sur l’IA. Pourquoi ça t’intéresse ? »
1037	don't think people realize how,	Et je crois que les gens ne se rendent pas compte
1038	even though I've had so many	qu’en dépit du nombre de discussions que j’ai eues
1039	conversations on this podcast about AI,	sur le sujet dans ce podcast,
1040	you	je…
1041	>> haven't made up your mind.	>> tu n’as toujours pas tranché.
1042	>> I have more questions than ever.	>> J’ai plus de questions que jamais.
1043	>> I know. And it's and it doesn't seem	>> Je sais. Et on dirait que personne
1044	that anyone can satiate.	n’arrive à les apaiser.
1045	>> Anyone that tells you they can predict	>> Quiconque prétend prévoir l’avenir
1046	the future is arrogant.	est arrogant.
1047	>> Yeah.	>> Oui.
1048	>> It is. It's never moved so fast.	>> Oui. Tout n’a jamais évolué aussi vite.
1049	>> It's nothing like nothing I've ever	>> Rien de comparable à ce que j’ai déjà vu.
1050	seen. And you know, by the time that we	Et tu sais, le temps qu’on termine
1051	leave this conversation and I go to my	cette discussion et que je retourne à mon
1052	computer, there's going to be some	ordinateur, il y aura déjà une nouvelle
1053	incredible new technology or application	technologie ou application d’IA incroyable
1054	of AI that didn't exist when I woke up	qui n’existait pas quand je me suis levé
1055	this morning. That creates probably	ce matin. Et ça bouleversera encore
1056	another paradigm shift in my brain.	mon schéma mental.
1057	Also, you know, I people have different	En plus, tu vois, les gens ont des avis divers
1058	opinions of Elon Musk and they're	sur Elon Musk — à juste titre —
1059	they're entitled to their own opinion,	et c’est leur droit,
1060	but the other day, only a couple of days	mais l’autre jour, il a tweeté —
1061	ago, he did a tweet where he said, "At	il y a deux jours — : “Parfois, l’angoisse
1062	times, AI existential dread is	existentielle liée à l’IA est
1063	overwhelming." And on the same day, he	accablante.” Et le même jour, il a aussi
1064	tweeted, "I resisted AI for too long,	tweeté : “J’ai résisté trop longtemps à l’IA,
1065	living in denial. Now it is game on."	en vivant dans le déni. Maintenant, c’est parti.”
1066	And he tagged his AI companies. I don't	Et il a tagué ses entreprises d’IA. Je ne sais
1067	know what to make of I don't know what	pas trop quoi penser de ces tweets.
1068	to make of those tweets. I don't know.	—
1069	And you know, I	Et tu sais, j’essaie
1070	I try really hard to figure out if	vraiment de comprendre si
1071	someone like Sam Wman has the best	un type comme Sam Altman agit
1072	interests of society at heart.	pour le bien de la société.
1073	>> No.	>> Non.
1074	>> Or if these people are just like	>> Ou si ces gens sont juste...
1075	>> I'm saying that publicly. No.	>> Je le dis clairement : non.
